Director,Writer1,Writer2,Actor1,Actor2,Actor3,TotalAwards,Series,TomatoRev,AudienceRev,Income,Genre1,Genre2,Genre3,Label
Robert Mulligan,Jenny Wingfield, ,Sam Waterston,Tess Harper,Gail Strickland,3,N,89,85, ,Drama,Romance, ,no
Mira Nair,Sooni Taraporevala, ,Denzel Washington,Sarita Choudhury,Roshan Seth,7,N,80,64, ,Drama,Romance, ,no
Alan Rudolph,William Reilly,Claude Kerven,Demi Moore,Glenne Headly,Bruce Willis,2,N,57,35, ,Mystery,Thriller, ,no
Gus Van Sant,Gus Van Sant, ,River Phoenix,Keanu Reeves,James Russo,17,N,82,81, ,Drama, , ,no
David Cronenberg,William S. Burroughs,David Cronenberg,Peter Weller,Judy Davis,Ian Holm,22,N,71,77, ,Drama, , ,no
Mario Van Peebles,Thomas Lee Wright,Thomas Lee Wright,Wesley Snipes,Ice-T,Allen Payne,4,N,76,80, ,Action,Crime,Drama,no
Jim Jarmusch,Jim Jarmusch, ,Gena Rowlands,Winona Ryder,Lisanne Falk,2,N,71,91, ,Comedy,Drama, ,no
Michael Lindsay-Hogg,Michael Lindsay-Hogg, ,John Malkovich,Andie MacDowell,Lolita Davidovich,0,N,77,38, ,Comedy,Crime,Drama,no
Lasse Hallström,Malia Scotch Marmo, ,Richard Dreyfuss,Holly Hunter,Danny Aiello,1,N,68,73, ,Comedy,Drama,Romance,no
Chris Columbus,Chris Columbus, ,John Candy,Maureen O'Hara,Ally Sheedy,0,N,62,50, ,Comedy,Romance, ,no
Stephen Gyllenhaal,Peter Dexter,Peter Dexter,Dennis Hopper,Barbara Hershey,Ed Harris,9,N,N/A,56, ,Drama, , ,no
Wes Craven,Wes Craven, ,Brandon Quintin Adams,Everett McGill,Wendy Robie,7,N,61,58, ,Comedy,Horror,Mystery,no
Will Mackenzie,David Obst, ,Peter Scolari,Darren McGavin,Catherine Mary Stewart,2,N,N/A,92, ,Drama,Family,Music,no
Kathryn Bigelow,Rick King,W. Peter Iliff,Patrick Swayze,Keanu Reeves,Gary Busey,3,N,68,79, ,Action,Crime,Drama,no
Todd Haynes,Jean Genet, "Our Lady of the Flowers" and "Thief's Journal"),Edith Meeks,Millie White,Buck Smith,10,N,76,68, ,Drama,Horror,Romance,no
Barbra Streisand,Pat Conroy,Pat Conroy,Nick Nolte,Barbra Streisand,Blythe Danner,21,N,73,70, ,Drama,Romance, ,yesDrama
David DeCoteau,Charles Band,C. Courtney Joyner,Guy Rolfe,Richard Lynch,Ian Abercrombie,0,N,N/A,54, ,Fantasy,Horror,Sci-Fi,no
Bill Duke,Chester Himes,John Toles-Bey,Forest Whitaker,Gregory Hines,Robin Givens,1,N,64,52, ,Comedy,Crime, ,no
Martha Coolidge,Calder Willingham,Calder Willingham,Laura Dern,Robert Duvall,Diane Ladd,19,N,100,52, ,Drama, , ,no
Michael Tolkin,Michael Tolkin, ,Mimi Rogers,Darwyn Carson,Patrick Bauchau,4,N,64,62, ,Drama,Mystery, ,no
William A. Graham,Henry De Vere Stacpoole,Leslie Stevens,Milla Jovovich,Brian Krause,Lisa Pelikan,6,Y,0,42, ,Adventure,Drama,Romance,no
Russell Mulcahy,Fred Dekker,Menno Meyjes,Denzel Washington,John Lithgow,Ice-T,0,N,73,53, ,Action,Crime,Drama,no
Joe Johnston,Dave Stevens,Danny Bilson,Billy Campbell,Jennifer Connelly,Alan Arkin,6,N,62,64, ,Action,Adventure,Comedy,no
James L. George,Rodney Dangerfield,Rodney Dangerfield,Rodney Dangerfield,Susan Boyd,Ronnie Schell,0,N,N/A,57, ,Animation,Family,Comedy,no
Geoff Burrowes,Dennis Shryack,Michael Blodgett,Patrick Dempsey,Kelly Preston,Ken Pogue,0,N,N/A,59, ,Action,Drama,Thriller,no
Lili Fini Zanuck,Kim Wozencraft,Peter Dexter,Jason Patric,Jennifer Jason Leigh,Sam Elliott,6,N,71,72, ,Action,Crime,Drama,no
Frank De Felitta,Joyce Selznick,Frank De Felitta,Sharon Stone,Steve Railsback,Ronny Cox,0,N,N/A,33, ,Horror,Thriller, ,no
David Beaird,David Beaird, ,Faye Dunaway,Denholm Elliott,James Earl Jones,1,N,N/A,71, ,Comedy,Drama, ,no
Jonathan Demme,Thomas Harris,Ted Tally,Jodie Foster,Lawrence A. Bonney,Kasi Lemmons,89,N,95,95, ,Crime,Drama,Thriller,yesDrama
Richard Linklater,Richard Linklater, ,Richard Linklater,Rudy Basquez,Jean Caffeine,4,N,85,77, ,Comedy,Drama, ,no
Michael Hoffman,Robert Harling,Robert Harling,Sally Field,Kevin Kline,Robert Downey Jr.,0,N,69,63, ,Comedy,Romance, ,no
Tom McLoughlin,Stephen King,Lawrence Konner,Tim Matheson,Brooke Adams,Robert Rusler,1,N,N/A,50, ,Drama,Horror,Thriller,no
Nicholas Meyer,Gene Roddenberry,Leonard Nimoy,William Shatner,Leonard Nimoy,DeForest Kelley,8,N,84,83, ,Action,Adventure,Sci-Fi,no
Lewis Gilbert,Richard Harris,Richard Harris,Robyn Stevan,Jane Krakowski,Bill Irwin,0,N,N/A,71, ,Comedy,Drama,Musical,no
Matty Rich,Matty Rich, ,George T. Odom,Ann D. Sanders,Lawrence Gilliard Jr.,9,N,86,61, ,Crime,Drama, ,no
Rod Daniel,Sam Simon, ,Joe Pesci,Vincent Gardenia,Madolyn Smith Osborne,1,N,0,41, ,Comedy, , ,no
Robert M. Young,David Himmelstein,Thomas Michael Donnelly,Edward James Olmos,Lorraine Bracco,John E. Coleman,0,N,N/A,37, ,Drama,Sport, ,no
Topper Carew,Topper Carew, ,Martin Lawrence,Lance Crouther,Mark Curry,0,N,N/A,66, ,Comedy, , ,no
James Cameron,James Cameron,William Wisher Jr.,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,47,N,93,94, ,Action,Sci-Fi,Thriller,no
Ridley Scott,Callie Khouri, ,Susan Sarandon,Geena Davis,Harvey Keitel,55,N,83,82, ,Adventure,Crime,Drama,yesDrama
P.J. Castellaneta,P.J. Castellaneta, ,Terry Curry,Todd Stites, ,3,N,N/A,N/A, ,Drama, , ,no
Amos Poe,Amos Poe, ,Eric Mitchell,Daisy Hall,Alba Clemente,0,N,N/A,N/A, ,Comedy,Crime, ,no
Jerry London,James Desmarais,Alison Rosenfeld Desmarais,Pierce Brosnan,JoBeth Williams,Virginia Madsen,0,N,N/A,36, ,Mystery,Romance,Thriller,no
Frank Oz,Alvin Sargent,Laura Ziskin,Bill Murray,Richard Dreyfuss,Julie Hagerty,3,N,83,79, ,Comedy, , ,no
Randal Kleiser,Jack London,Jeanne Rosenberg,Klaus Maria Brandauer,Ethan Hawke,Seymour Cassel,1,N,63,63, ,Adventure,Drama, ,no
Steve Miner,Matt Williams,Oley Sassone,Gabrielle Anwar,Michael Schoeffling,Cliff Robertson,0,N,70,89, ,Drama,Family,Romance,no
Ron Clements,Ron Clements,John Musker,Scott Weinger,Robin Williams,Linda Larkin,45,N,94,92, ,Animation,Adventure,Comedy,yesComedy
Edward James Olmos,Floyd Mutrux,Floyd Mutrux,Sal Lopez,Vira Montes,Roberto Martín Márquez,1,N,75,90, ,Biography,Crime,Drama,no
Abel Ferrara,Zoë Lund,Abel Ferrara,Harvey Keitel,Victor Argo,Paul Calderon,6,Y,77,73, ,Crime,Drama,Thriller,no
Paul Verhoeven,Joe Eszterhas, ,Michael Douglas,Sharon Stone,George Dzundza,25,Y,54,63, ,Drama,Mystery,Thriller,no
Tim Burton,Bob Kane,Daniel Waters,Michael Keaton,Danny DeVito,Michelle Pfeiffer,20,Y,80,73, ,Action, , ,no
Masakazu Higuchi,Jacob Grimm,Jack Olesker,Susan Silo, , ,0,N,N/A,N/A, ,Animation,Adventure,Drama,no
Tim Robbins,Tim Robbins, ,Tim Robbins,Giancarlo Esposito,Alan Rickman,7,N,100,78, ,Comedy, , ,no
Francis Ford Coppola,Bram Stoker,James V. Hart,Gary Oldman,Winona Ryder,Anthony Hopkins,30,N,78,79, ,Fantasy,Horror, ,no
Bernard Rose,Clive Barker,Bernard Rose,Virginia Madsen,Tony Todd,Xander Berkeley,12,N,69,61, ,Drama,Fantasy,Horror,no
Temístocles López,Temístocles López, ,Linda Fiorentino,Elias Koteas,Angel Aviles,1,N,N/A,N/A, ,Drama,Romance, ,no
Richard Attenborough,David Robinson,Charles Chaplin,Robert Downey Jr.,Geraldine Chaplin,Paul Rhys,17,N,57,81, ,Biography,Comedy,Drama,no
Larry Peerce,Phil Penningroth,Suzette Couture,Mel Harris,Dwight Schultz,Ashley Peldon,2,N,N/A,41, ,Biography,Drama,Mystery,no
Chris Menges,Scott Sommer,Scott Sommer,Goldie Hawn,Arliss Howard,James Gammon,0,N,N/A,25, ,Crime,Drama, ,no
Mike Binder,Mike Binder, ,Josh Charles,Jason Gedrick,Stephen Baldwin,0,N,N/A,56, ,Comedy,Drama, ,no
Paul Michael Glaser,Tony Gilroy, ,D.B. Sweeney,Moira Kelly,Roy Dotrice,0,Y,60,77, ,Drama,Romance,Sport,no
Robert Zemeckis,Martin Donovan,David Koepp,Meryl Streep,Bruce Willis,Goldie Hawn,16,N,N/A,N/A, ,Comedy,Fantasy,Horror,no
Bill Duke,Michael Tolkin,Michael Tolkin,Lira Angel,René Assa,Bruce Paul Barbour,4,N,85,77, ,Action,Crime,Thriller,no
Michael Ritchie,Leonard Wise,Steven McKay,James Woods,Louis Gossett Jr.,Bruce Dern,0,N,54,77, ,Drama,Sport, ,no
John Mellencamp,Larry McMurtry, ,John Mellencamp,Mariel Hemingway,Claude Akins,0,N,86,50, ,Drama,Music, ,no
Bill Kroyer,Jim Cox,Diana Young,Tim Curry,Samantha Mathis,Christian Slater,4,N,71,63, ,Animation,Adventure,Family,no
Rob Reiner,Aaron Sorkin,Aaron Sorkin,Tom Cruise,Jack Nicholson,Demi Moore,32,N,81,89, ,Drama,Thriller, ,yesDrama
Phil Joanou,Robert Berger,Wesley Strick,Richard Gere,Kim Basinger,Uma Thurman,5,N,54,37, ,Drama,Thriller, ,no
Ted Kotcheff,Robert Klane, ,Tom Selleck,Don Ameche,Anne Jackson,1,N,0,51, ,Comedy,Drama, ,no
Steve Miner,J.J. Abrams, ,Mel Gibson,Jamie Lee Curtis,Elijah Wood,0,N,53,53, ,Drama,Romance,Sci-Fi,no
Piers Haggard,Leon Prochnik, ,Judge Reinhold,Patricia Clarkson,Dan Hedaya,1,N,N/A,N/A, ,Comedy,Western, ,no
Allison Anders,Richard Peck,Allison Anders,Brooke Adams,Ione Skye,Fairuza Balk,10,N,79,74, ,Drama,Romance, ,no
James Foley,David Mamet,David Mamet,Al Pacino,Jack Lemmon,Alec Baldwin,13,N,94,88, ,Crime,Drama,Mystery,no
Curtis Hanson,Amanda Silver, ,Annabella Sciorra,Rebecca De Mornay,Matt McCoy,11,N,63,61, ,Thriller, , ,no
Stephen Frears,Laura Ziskin,Alvin Sargent,Dustin Hoffman,Geena Davis,Andy Garcia,0,N,68,50, ,Comedy,Drama,Romance,no
Andrew Bergman,Andrew Bergman, ,James Caan,Nicolas Cage,Sarah Jessica Parker,3,N,60,35, ,Comedy,Romance,Thriller,yesComedy
Woody Allen,Woody Allen, ,Nick Metropolis,Woody Allen,Mia Farrow,22,N,97,87, ,Comedy,Drama,Romance,no
Alexandre Rockwell,Sollace Mitchell,Alexandre Rockwell,Steve Buscemi,Seymour Cassel,Jennifer Beals,8,N,92,76, ,Comedy,Drama, ,no
Fritz Kiersch,John Brancato,Michael Ferris,Anthony Michael Hall,Michael Paré,Deborah Moore,0,N,N/A,25, ,Action,Comedy, ,no
Ernest R. Dickerson,Ernest R. Dickerson,Gerard Brown,Omar Epps,Tupac Shakur,Jermaine 'Huggy' Hopkins,1,N,83,90, ,Action,Crime,Drama,no
Leslie Harris,Leslie Harris, ,Ariyan A. Johnson,Kevin Thigpen,Ebony Jerido,5,N,62,84, ,Drama, , ,no
Michael Mann,James Fenimore Cooper,John L. Balderston,Daniel Day-Lewis,Madeleine Stowe,Russell Means,20,N,94,88, ,Action,Adventure,Drama,no
Penny Marshall,Kim Wilson,Kelly Candaele,Tom Hanks,Geena Davis,Lori Petty,14,N,77,84, ,Comedy,Drama,Sport,no
Richard Pearce,Janus Cercone, ,Steve Martin,Debra Winger,Lolita Davidovich,0,N,67,46, ,Comedy,Drama,Romance,no
Richard Donner,Jeffrey Boam,Jeffrey Boam,Mel Gibson,Danny Glover,Joe Pesci,7,Y,56,61, ,Action,Crime,Thriller,no
Paul Schrader,Paul Schrader, ,Willem Dafoe,Susan Sarandon,Dana Delany,7,N,89,63, ,Crime,Drama, ,no
Christian Duguay,Bart Baker, ,Pierce Brosnan,Ron Silver,Ben Cross,0,N,0,29, ,Action,Drama,Thriller,no
George Miller,George Miller,Nick Enright,Nick Nolte,Susan Sarandon,Peter Ustinov,7,N,94,79, ,Drama, , ,no
John Turturro,John Turturro,Brandon Cole,Nicholas Turturro,Matthew Sussman,Steven Randazzo,3,N,70,69, ,Drama, , ,no
Martin Donovan,Martin Donovan,Richard Pelusi,Lori Ashton,Hart Bochner,Pat Atkins,0,N,N/A,N/A, ,Horror,Romance,Western,no
Spike Lee,Alex Haley,Malcolm X,Denzel Washington,Angela Bassett,Albert Hall,34,N,91,91, ,Biography,Drama,History,no
Arne Glimcher,Oscar Hijuelos,Cynthia Cidre,Pablo Calogero,Scott Cohen,Mario Grillo,6,N,83,69, ,Drama,Music, ,no
Rémy Belvaux,Rémy Belvaux,Rémy Belvaux,Benoît Poelvoorde,Jacqueline Poelvoorde-Pappaert,Nelly Pappaert,10,N,76,90, ,Comedy,Crime,Drama,no
Julie Brown,Julie Brown,Charlie Coffey,Jean Adams,Ryeland Allison,Rocco Neil April,4,N,N/A,83, ,Comedy,Music, ,no
Keith Gordon,William Wharton,Keith Gordon,Peter Berg,Kevin Dillon,Arye Gross,1,N,87,78, ,Drama,War, ,no
Skott Snider,Scott Bindley, ,Dean Cameron,Ami Dolenz,Felicity Waterman,0,N,N/A,64, ,Comedy,Romance, ,no
Barry Primus,Barry Primus,Barry Primus,Robert Wuhl,Martin Landau,Vasek Simek,0,N,69,39, ,Comedy,Drama, ,no
Nick Broomfield,Spalding Gray, ,Spalding Gray, , ,0,N,93,87, ,Comedy,Drama, ,no
Billy Crystal,Billy Crystal,Lowell Ganz,Billy Crystal,David Paymer,Julie Warner,7,N,N/A,N/A, ,Comedy,Drama, ,no
Anthony Pullen Shaw,Paul Gallico,John Hawkesworth,Angela Lansbury,Diana Rigg,Lothaire Bluteau,0,N,N/A,80, ,Drama, , ,no
Brian Henson,Charles Dickens,Jerry Juhl,Michael Caine,Dave Goelz,Steve Whitmire,2,N,69,85, ,Comedy,Drama,Family,no
Jonathan Lynn,Dale Launer, ,Joe Pesci,Ralph Macchio,Marisa Tomei,6,N,85,87, ,Comedy,Crime, ,no
Albert Pyun,Rebecca Charles, ,Olivier Gruner,Tim Thomerson,Cary-Hiroyuki Tagawa,0,N,N/A,39, ,Action,Sci-Fi,Thriller,no
Irwin Winkler,Gerald Kersh,Richard Price,Robert De Niro,Jessica Lange,Cliff Gorman,0,N,67,31, ,Comedy,Crime,Drama,no
Peter Bogdanovich,Michael Frayn,Marty Kaplan,Carol Burnett,Michael Caine,Denholm Elliott,1,N,57,84, ,Comedy, , ,no
Glenn Jordan,Willa Cather,Robert W. Lenski,Jessica Lange,David Strathairn,Tom Aldredge,5,N,N/A,N/A, ,Drama, , ,no
Gary Sinise,John Steinbeck,Horton Foote,John Malkovich,Gary Sinise,Ray Walston,1,N,96,82, ,Drama, , ,no
Eugene Levy,Rodolfo Sonego,Rodolfo Sonego,John Candy,Jim Belushi,Cybill Shepherd,1,N,0,43, ,Comedy,Crime,Mystery,no
Carl Franklin,Billy Bob Thornton,Tom Epperson,Bill Paxton,Cynda Williams,Billy Bob Thornton,16,N,98,75, ,Crime,Drama, ,no
Betty Thomas,Wayne Allan Rice, ,Tom McFadden,Andrew McCarthy,Joel Murray,0,N,N/A,34, ,Comedy,Romance, ,no
Francis Veber,Daniel Goldin,Joshua Goldin,Matthew Broderick,Jeffrey Jones,Heidi Kling,1,N,N/A,47, ,Comedy, , ,no
John Sayles,John Sayles, ,Mary McDonnell,Angela Bassett,Lenore Banks,12,N,100,81, ,Drama, , ,no
Phillip Noyce,Tom Clancy,W. Peter Iliff,Harrison Ford,Anne Archer,Patrick Bergin,3,N,75,73, ,Action,Thriller, ,no
N/A,Carlo Collodi,Roger Scott Olsen,Cam Clarke,Jim Cummings,Jeannie Elias,0,N,N/A,N/A, ,Animation,Adventure,Drama,no
Gillies MacKinnon,Shane Connaughton,Kerry Crabbe,Albert Finney,Aidan Quinn,Robin Wright,1,N,91,52, ,Drama,Romance, ,no
Robert Altman,Michael Tolkin,Michael Tolkin,Tim Robbins,Greta Scacchi,Fred Ward,50,N,98,85, ,Comedy,Crime,Drama,yesComedy
M. Night Shyamalan,M. Night Shyamalan, ,M. Night Shyamalan,Mike Muthu,Richa Ahuja,0,N,N/A,N/A, ,Comedy,Drama, ,no
Norman René,Craig Lucas,Craig Lucas,Alec Baldwin,Meg Ryan,Kathy Bates,0,N,61,39, ,Comedy,Fantasy,Romance,no
Daniel Adams,Daniel Adams,William Snowden,Judd Nelson,Richard Jordan,Sally Kirkland,0,N,N/A,N/A, ,Thriller, , ,no
Joan Micklin Silver,William Nicholson, ,Sissy Spacek,Aidan Quinn,Estelle Parsons,7,N,N/A,38, ,Drama, , ,no
Howard Franklin,Howard Franklin, ,Joe Pesci,Richard Riehle,Bryan Travis Smith,0,N,64,52, ,Crime,Drama,Romance,no
Michael Pressman,Peter I. Baloff,Dave Wollert,Donald Sutherland,Tim Matheson,Jay Acovone,2,N,N/A,50, ,Thriller, , ,no
Brian De Palma,Brian De Palma, ,John Lithgow,Lolita Davidovich,Steven Bauer,3,N,56,40, ,Crime,Drama,Horror,no
Quentin Tarantino,Quentin Tarantino,Roger Avary,Harvey Keitel,Tim Roth,Michael Madsen,24,N,90,94, ,Crime,Drama,Thriller,no
Robert Redford,Norman Maclean,Richard Friedenberg,Craig Sheffer,Brad Pitt,Tom Skerritt,11,N,83,84, ,Drama, , ,no
Abbe Wool,Abbe Wool, ,John Doe,David Anthony Marshall,Judyth Thurman,0,N,83,62, ,Adventure,Comedy,Drama,no
Scott Shaw,Kenneth H. Kim,Scott Shaw,Scott Shaw,Kenneth H. Kim,Roger Ellis,1,N,N/A,N/A, ,Action, , ,no
Martin Brest,Giovanni Arpino,Bo Goldman,Al Pacino,Chris O'Donnell,James Rebhorn,18,N,88,92, ,Drama, , ,yesDrama
Robert Mandel,Dick Wolf,Dick Wolf,Brendan Fraser,Matt Damon,Chris O'Donnell,3,N,68,69, ,Drama, , ,no
Rou Tomono,Duane Dell'Amico,Rou Tomono,Masaya Katô,Diane Lane,Biao Yuen,2,N,N/A,N/A, ,Drama, , ,no
Hal Hartley,Hal Hartley, ,Robert John Burke,Bill Sage,Karen Sillas,2,N,90,90, ,Crime,Drama,Romance,no
N/A,Antoine Galland,Jack Olesker,Rick Jones, , ,0,N,N/A,N/A, ,Animation,Adventure,Family,no
Barbet Schroeder,John Lutz,Don Roos,Bridget Fonda,Jennifer Jason Leigh,Steven Weber,2,N,56,44, ,Crime,Drama,Thriller,no
Cameron Crowe,Cameron Crowe, ,Bridget Fonda,Campbell Scott,Kyra Sedgwick,1,N,80,73, ,Comedy,Drama,Romance,no
Emile Ardolino,Joseph Howard, ,Whoopi Goldberg,Maggie Smith,Kathy Najimy,15,Y,71,65, ,Comedy,Crime,Music,yesComedy
Phil Alden Robinson,Phil Alden Robinson,Lawrence Lasker,Jo Marr,Gary Hershberger,Robert Redford,2,N,81,80, ,Comedy,Crime,Drama,no
Andy Wilson,David Stafford, ,Alan Cumming,Emma Fielding,Dexter Fletcher,0,N,N/A,N/A, ,Drama, , ,no
Stephen Milburn Anderson,Stephen Milburn Anderson,Donald Bakeer,Glenn Plummer,Byron Minns,Lexie Bigham,3,N,100,83, ,Crime,Drama, ,no
Trey Parker,N/A, ,Trey Parker,Matt Stone, ,0,N,N/A,N/A, ,Animation,Short,Comedy,no
Alexander Cassini,Alexander Cassini, ,Michael St. Gerard,John P. Ryan,Maureen Teefy,1,N,N/A,N/A, ,Drama, , ,no
Will Mackenzie,Stephan Blom-Cooper,V. Phipps-Wilson,Cybill Shepherd,Robert Beltran,Charlie Schlatter,0,N,N/A,N/A, ,Action,Adventure,Crime,no
Mark Frost,Frank Galbally,Robert Macklin,James Spader,Joanne Whalley,Jason Robards,1,N,60,26, ,Drama,Mystery,Thriller,no
Tom Kalin,Tom Kalin,Hilton Als,Daniel Schlachet,Craig Chester,Ron Vawter,12,N,63,67, ,Biography,Crime,Drama,no
Craig Bolotin,Alice McDermott,Craig Bolotin,C. Thomas Howell,Juliette Lewis,Helen Shaver,0,N,80,82, ,Drama,Romance, ,no
Bill Phillips,Bill Phillips, ,Jeff Daniels,Catherine O'Hara,Hector Elizondo,0,N,N/A,52, ,Comedy,Crime,Romance,no
N/A,Alexandre Dumas père,Jack Olesker,Cam Clarke,Susan Silo, ,0,N,N/A,N/A, ,Animation,Adventure,Family,no
N/A,Hans Christian Andersen,Jack Olesker,Candi Milo,Susan Silo, ,0,N,N/A,N/A, ,Animation,Adventure,Family,no
Michael Apted,John Fusco, ,Val Kilmer,Sam Shepard,Graham Greene,2,N,87,75, ,Crime,Mystery,Thriller,no
Rich Arons,Paul Dini,Nicholas Hollander,Charles Adler,Tress MacNeille,Joe Alaskey,0,N,N/A,89, ,Animation,Adventure,Comedy,no
Jeff Franklin,Jeff Franklin,Boyd Hale,Ashley Olsen,Mary-Kate Olsen,Rhea Perlman,0,N,N/A,59, ,Adventure,Family,Comedy,no
Walter Hill,Bob Gale,Robert Zemeckis,Bill Paxton,Ice-T,William Sadler,0,N,68,47, ,Action,Thriller, ,no
Bill Plympton,Bill Plympton,Maureen McElheron,Daniel Neiden,Maureen McElheron,Marty Nelson,2,N,N/A,78, ,Animation,Comedy,Fantasy,no
David Lynch,David Lynch,Robert Engels,Sheryl Lee,Ray Wise,Mädchen Amick,9,Y,61,78, ,Drama,Fantasy,Horror,no
Andrew Davis,J.F. Lawton, ,Steven Seagal,Damian Chapa,Troy Evans,6,N,75,61, ,Action,Thriller, ,no
Clint Eastwood,David Webb Peoples, ,Clint Eastwood,Gene Hackman,Morgan Freeman,69,N,95,93, ,Drama,Western, ,yesDrama
Jonathan Kaplan,George Putnam,John Katchmer,Kurt Russell,Ray Liotta,Madeleine Stowe,1,N,75,48, ,Crime,Drama,Thriller,no
Neal Jimenez,Neal Jimenez, ,Eric Stoltz,Helen Hunt,William Allen Young,10,N,93,63, ,Drama,Romance, ,no
Penelope Spheeris,Mike Myers,Mike Myers,Mike Myers,Dana Carvey,Rob Lowe,6,N,85,85, ,Comedy,Music, ,no
Ron Shelton,Ron Shelton, ,Wesley Snipes,Woody Harrelson,Rosie Perez,4,N,76,68, ,Comedy,Drama,Sport,no
Carroll Ballard,Jeff Benjamin,Roger Vaughan,Matthew Modine,Jennifer Grey,Cliff Robertson,0,N,55,82, ,Action,Drama,Sport,no
N/A,Lorri MacGregor, ,Jim Bullock,Ann Ault,Dorothy McDonald,0,N,N/A,N/A, ,Drama, , ,no
Sam Irvin,Solomon Weingarten,Mark Pittman,C. Thomas Howell,Linda Fiorentino,Nancy Allen,0,N,N/A,N/A, ,Comedy,Mystery,Thriller,no
Barry Sonnenfeld,Charles Addams,Paul Rudnick,Anjelica Huston,Raul Julia,Christopher Lloyd,13,Y,78,62, ,Comedy,Fantasy, ,no
Stephen Sommers,Mark Twain,Stephen Sommers,Elijah Wood,Courtney B. Vance,Robbie Coltrane,0,N,69,49, ,Adventure,Comedy,Drama,no
Martin Scorsese,Edith Wharton,Jay Cocks,Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder,40,N,80,76, ,Drama,Romance, ,yesDrama
Frank Marshall,Piers Paul Read,John Patrick Shanley,Ethan Hawke,Vincent Spano,Josh Hamilton,3,N,70,68, ,Adventure,Biography,Drama,no
Emir Kusturica,David Atkins,Emir Kusturica,Johnny Depp,Jerry Lewis,Faye Dunaway,4,N,87,86, ,Comedy,Drama,Fantasy,no
Maggie Greenwald,Maggie Greenwald, ,Suzy Amis,Bo Hopkins,Ian McKellen,2,N,73,66, ,Drama,Romance,Western,no
Eric Radomski,Bob Kane,Alan Burnett,Kevin Conroy,Dana Delany,Hart Bochner,1,N,82,88, ,Animation,Action,Adventure,no
Jeremiah S. Chechik,Barry Berman,Lesley McNeil,Johnny Depp,Mary Stuart Masterson,Aidan Quinn,4,N,75,85, ,Comedy,Drama,Romance,no
Taylor Hackford,Ross Thomas,Jimmy Santiago Baca,Damian Chapa,Jesse Borrego,Benjamin Bratt,2,N,55,94, ,Crime,Drama, ,no
Abel Ferrara,Jack Finney,Raymond Cistheri,Terry Kinney,Meg Tilly,Gabrielle Anwar,2,N,71,38, ,Horror,Sci-Fi, ,no
Morgan Freeman,Percy Mtwa,Brian Bird,Danny Glover,Malcolm McDowell,Alfre Woodard,2,N,80,61, ,Drama, , ,no
Robert De Niro,Chazz Palminteri,Chazz Palminteri,Robert De Niro,Chazz Palminteri,Lillo Brancato,4,N,96,93, ,Crime,Drama, ,no
Trey Parker,Trey Parker, ,Dian Bachar,Stephen Blackpool,Stan Brakhage,0,N,56,82, ,Biography,Comedy,Musical,no
Brian De Palma,Edwin Torres,David Koepp,Al Pacino,Sean Penn,Penelope Ann Miller,5,N,80,91, ,Crime,Drama, ,no
Bill Duke,Ivan Menchell,Ivan Menchell,Ellen Burstyn,Olympia Dukakis,Diane Ladd,1,N,67,34, ,Comedy, , ,no
Renny Harlin,John Long,Michael France,Sylvester Stallone,John Lithgow,Michael Rooker,11,N,69,52, ,Action,Adventure,Thriller,no
Jon Turteltaub,Lynn Siefert,Michael Ritchie,Leon,Doug E. Doug,Rawle D. Lewis,4,N,75,81, ,Adventure,Comedy,Family,no
Stephen Gyllenhaal,Mary McGarry Morris,Naomi Foner,Laurie Metcalf,Debra Winger,John Terry,5,N,67,33, ,Drama,Romance, ,no
George A. Romero,Stephen King,George A. Romero,Timothy Hutton,Amy Madigan,Michael Rooker,11,N,57,37, ,Horror,Mystery,Thriller,no
Ivan Reitman,Gary Ross, ,Kevin Kline,Sigourney Weaver,Frank Langella,7,N,94,71, ,Comedy,Romance, ,yesComedy
Richard Linklater,Richard Linklater, ,Jason London,Joey Lauren Adams,Milla Jovovich,2,N,94,90, ,Comedy, , ,no
Marco Brambilla,Peter M. Lenkov,Robert Reneau,Sylvester Stallone,Wesley Snipes,Sandra Bullock,7,N,64,66, ,Action,Crime,Sci-Fi,no
Rob Cohen,Robert Clouse,Linda Lee Cadwell,Jason Scott Lee,Lauren Holly,Robert Wagner,4,N,83,79, ,Action,Biography,Drama,no
Joel Schumacher,Ebbe Roe Smith, ,Michael Douglas,Robert Duvall,Barbara Hershey,3,N,73,84, ,Crime,Drama,Thriller,no
Peter Weir,Rafael Yglesias,Rafael Yglesias,Jeff Bridges,Isabella Rossellini,Rosie Perez,12,N,86,79, ,Drama,Thriller, ,no
Sydney Pollack,John Grisham,David Rabe,Tom Cruise,Jeanne Tripplehorn,Gene Hackman,9,N,75,64, ,Drama,Mystery,Thriller,no
Steve Kloves,Steve Kloves, ,Julia McNeal,Ron Kuhlman,Jerry Swindall,1,N,67,40, ,Drama,Mystery,Romance,no
Simon Wincer,Keith Walker,Keith Walker,Jason James Richter,Lori Petty,Jayne Atkinson,9,N,57,50, ,Adventure,Drama,Family,no
Andrew Davis,Jeb Stuart,David Twohy,Harrison Ford,Tommy Lee Jones,Sela Ward,40,Y,96,89, ,Action,Crime,Drama,no
